평일,2호선,내선,선릉,21
평일,2호선,외선,선릉,33
평일,2호선,내선,선릉,24
평일,2호선,외선,선릉,31
평일,2호선,내선,선릉,56
평일,2호선,외선,선릉,44
평일,2호선,내선,선릉,96
평일,2호선,외선,선릉,61
평일,2호선,내선,선릉,69
평일,2호선,외선,선릉,45
평일,2호선,내선,선릉,48
평일,2호선,외선,선릉,33
평일,2호선,내선,선릉,51
평일,2호선,외선,선릉,39
평일,2호선,내선,선릉,54
평일,2호선,외선,선릉,41
평일,2호선,내선,선릉,62
평일,2호선,외선,선릉,47
평일,2호선,내선,선릉,59
평일,2호선,외선,선릉,43
평일,2호선,내선,선릉,70
평일,2호선,외선,선릉,48
평일,2호선,내선,선릉,69
평일,2호선,외선,선릉,51
평일,2호선,내선,선릉,81
평일,2호선,외선,선릉,51
평일,2호선,내선,선릉,104
평일,2호선,외선,선릉,81
평일,2호선,내선,선릉,74
평일,2호선,외선,선릉,70
평일,2호선,내선,선릉,53
평일,2호선,외선,선릉,51
평일,2호선,내선,선릉,71
평일,2호선,외선,선릉,65
평일,2호선,내선,선릉,66
평일,2호선,외선,선릉,68
평일,2호선,내선,선릉,31
평일,2호선,외선,선릉,49
평일,2호선,내선,선릉,20
평일,2호선,외선,선릉,20
토요일,2호선,내선,선릉,25
토요일,2호선,외선,선릉,25
토요일,2호선,내선,선릉,16
토요일,2호선,외선,선릉,29
토요일,2호선,내선,선릉,18
토요일,2호선,외선,선릉,22
토요일,2호선,내선,선릉,28
토요일,2호선,외선,선릉,35
토요일,2호선,내선,선릉,41
토요일,2호선,외선,선릉,42
토요일,2호선,내선,선릉,47
토요일,2호선,외선,선릉,54
토요일,2호선,내선,선릉,57
토요일,2호선,외선,선릉,58
토요일,2호선,내선,선릉,70
토요일,2호선,외선,선릉,60
토요일,2호선,내선,선릉,73
토요일,2호선,외선,선릉,79
토요일,2호선,내선,선릉,73
토요일,2호선,외선,선릉,67
토요일,2호선,내선,선릉,70
토요일,2호선,외선,선릉,75
토요일,2호선,내선,선릉,75
토요일,2호선,외선,선릉,64
토요일,2호선,내선,선릉,81
토요일,2호선,외선,선릉,51
토요일,2호선,내선,선릉,82
토요일,2호선,외선,선릉,44
토요일,2호선,내선,선릉,53
토요일,2호선,외선,선릉,39
토요일,2호선,내선,선릉,57
토요일,2호선,외선,선릉,34
토요일,2호선,내선,선릉,62
토요일,2호선,외선,선릉,41
토요일,2호선,내선,선릉,59
토요일,2호선,외선,선릉,45
토요일,2호선,내선,선릉,59
토요일,2호선,외선,선릉,50
토요일,2호선,내선,선릉,0
토요일,2호선,외선,선릉,0
일요일,2호선,내선,선릉,14
일요일,2호선,외선,선릉,18
일요일,2호선,내선,선릉,13
일요일,2호선,외선,선릉,16
일요일,2호선,내선,선릉,13
일요일,2호선,외선,선릉,15
일요일,2호선,내선,선릉,21
일요일,2호선,외선,선릉,31
일요일,2호선,내선,선릉,35
일요일,2호선,외선,선릉,39
일요일,2호선,내선,선릉,35
일요일,2호선,외선,선릉,40
일요일,2호선,내선,선릉,40
일요일,2호선,외선,선릉,54
일요일,2호선,내선,선릉,48
일요일,2호선,외선,선릉,49
일요일,2호선,내선,선릉,52
일요일,2호선,외선,선릉,54
일요일,2호선,내선,선릉,56
일요일,2호선,외선,선릉,53
일요일,2호선,내선,선릉,60
일요일,2호선,외선,선릉,48
일요일,2호선,내선,선릉,68
일요일,2호선,외선,선릉,44
일요일,2호선,내선,선릉,59
일요일,2호선,외선,선릉,45
일요일,2호선,내선,선릉,62
일요일,2호선,외선,선릉,41
일요일,2호선,내선,선릉,48
일요일,2호선,외선,선릉,33
일요일,2호선,내선,선릉,46
일요일,2호선,외선,선릉,29
일요일,2호선,내선,선릉,44
일요일,2호선,외선,선릉,29
일요일,2호선,내선,선릉,44
일요일,2호선,외선,선릉,27
일요일,2호선,내선,선릉,31
일요일,2호선,외선,선릉,24
일요일,2호선,내선,선릉,0
일요일,2호선,외선,선릉,0
